A3,1.0.0,Accurate, Adaptable, and Accessible Error Metrics for Predictive Models
erer,2.5,Empirical Research in Economics with R 
ergm,3.7.1,Fit, Simulate and Diagnose Exponential-Family Models for Networks
ergm.count,3.2.2,Fit, Simulate and Diagnose Exponential-Family Models for Networks with Count Edges
ergm.ego,0.3.0,Fit, Simulate and Diagnose Exponential-Family Random Graph Models to Egocentrically Sampled Network Data
ergm.graphlets,1.0.3,ERG Modeling Based on Graphlet Properties 
ergm.rank,1.0.1,Fit, Simulate and Diagnose Exponential-Family Models for Rank-Order Relational Data
ergm.userterms,3.1.1,User-specified terms for the statnet suite of packages 
ergmharris,1.0,Local Health Department network data set 
eRm,0.15-7,Extended Rasch Modeling 
ERP,1.1,Significance Analysis of Event-Related Potentials Data 
erp.easy,1.1.0,Event-Related Potential (ERP) Data Exploration Made Easy 
erpR,0.2.0,Event-related potentials (ERP) analysis, graphics and utility functions
errint,1.0,Builds Error Intervals 
errorizer,0.2.1,Function Errorizer 
errorlocate,0.1.2,Locate Errors with Validation Rules 
errors,0.0.1,Error Propagation for R Vectors 
ES,1.0,Edge Selection 
esaBcv,1.2.1,Estimate Number of Latent Factors and Factor Matrix for Factor Analysis
esaddle,0.0.3,Extended Empirical Saddlepoint Density Approximation 
esc,0.3.0,Effect Size Computation for Meta Analysis 
ESEA,1.0,ESEA: Discovering the Dysregulated Pathways based on Edge Set Enrichment Analysis
ESG,0.1,ESG - A package for asset projection 
ESGtoolkit,0.1,Toolkit for the simulation of financial assets and interest rates models
eshrink,0.1.0,Shrinkage for Effect Estimation 
ESKNN,1.0,Ensemble of Subset of K-Nearest Neighbours Classifiers for Classification and Class Membership Probability Estimation
esmisc,0.0.3,Misc Functions of Eduard Szöcs 
estatapi,0.3.0,R Interface to e-Stat API 
EstCRM,1.4,Calibrating Parameters for the Samejima's Continuous IRT Model 
EstHer,1.0,Estimation of Heritability in High Dimensional Sparse Linear Mixed Models using Variable Selection
estimability,1.2,Tools for Assessing Estimability of Linear Predictions 
EstimateGroupNetwork,0.1.2,Perform the Joint Graphical Lasso and Selects Tuning Parameters 
estout,1.2,Estimates Output 
EstSimPDMP,1.2,Estimation and Simulation for PDMPs 
etable,1.2.0,Easy Table 
ETAS,0.4.1,Modeling Earthquake Data Using ETAS Model 
etasFLP,1.4.0,Mixed FLP and ML Estimation of ETAS Space-Time Point Processes 
ETC,1.3,Equivalence to control 
EthSEQ,2.0.1,Ethnicity Annotation from Whole Exome Sequencing Data 
etl,0.3.5,Extract-Transform-Load Framework for Medium Data 
ETLUtils,1.3,Utility Functions to Execute Standard Extract/Transform/Load Operations (using Package 'ff') on Large Data
etm,0.6-2,Empirical Transition Matrix 
etma,1.1-1,Epistasis Test in Meta-Analysis 
etrunct,0.1,Computes Moments of Univariate Truncated t Distribution 
etseed,0.1.0,Client for 'etcd', a 'Key-value' Database 
eulerian,1.0,eulerian: A package to find eulerian paths from graphs 
eulerr,1.1.0,Area-Proportional Euler Diagrams 
euroMix,1.1.1,Calculations for DNA Mixtures 
europepmc,0.1.4,R Interface to the Europe PubMed Central RESTful Web Service 
europop,0.3.1,Historical Populations of European Cities, 1500-1800 
EurosarcBayes,1.0,Bayesian Single Arm Sample Size Calculation Software 
eurostat,3.1.1,Tools for Eurostat Open Data 
eva,0.2.4,Extreme Value Analysis with Goodness-of-Fit Testing 
EvalEst,2015.4-2,Dynamic Systems Estimation - Extensions 
evaluate,0.10,Parsing and Evaluation Tools that Provide More Details than the Default
EvaluationMeasures,1.1.0,Collection of Model Evaluation Measure Functions 
evaluator,0.1.0,Information Security Quantified Risk Assessment Toolkit 
Evapotranspiration,1.10,Modelling Actual, Potential and Reference Crop Evapotranspiration
evclass,1.1.1,Evidential Distance-Based Classification 
evclust,1.0.3,Evidential Clustering 
EvCombR,0.1-2,Evidence Combination in R 
evd,2.3-2,Functions for Extreme Value Distributions 
evdbayes,1.1-1,Bayesian Analysis in Extreme Value Theory 
eVenn,2.3.4,A Powerful Tool to Quickly Compare Huge Lists and Draw Venn Diagrams
event,1.1.0,Event History Procedures and Models 
eventInterval,1.3,Sequential Event Interval Analysis 
events,0.5,Store and manipulate event data 
eventstudies,1.1,Event study and extreme event analysis 
EventStudy,0.30,Event Study Analysis in R 
evidenceFactors,1.00,Reporting Tools for Sensitivity Analysis of Evidence Factors in Observational Studies
evir,1.7-3,Extreme Values in R 
evmix,2.7,Extreme Value Mixture Modelling, Threshold Estimation and Boundary Corrected Kernel Density Estimation
evobiR,1.1,Comparative and Population Genetic Analyses 
evolqg,0.2-5,Tools for Evolutionary Quantitative Genetics 
evolvability,1.1.0,Calculation of Evolvability Parameters 
Evomorph,0.9,Evolutionary Morphometric Simulation 
evoper,0.4.0,Evolutionary Parameter Estimation for 'Repast Simphony' Models 
EvoRAG,2.0,Evolutionary Rates Across Gradients 
evt0,1.1-3,Mean of order p, peaks over random threshold Hill and high quantile estimates
evtree,1.0-5,Evolutionary Learning of Globally Optimal Trees 
EW,1.1,Edgeworth Expansion 
EWGoF,2.1,Goodness-of-Fit Tests for the Exponential and Two-Parameter Weibull Distributions
Exact,1.7,Unconditional Exact Test 
exact2x2,1.5.2,Exact Tests and Confidence Intervals for 2x2 Tables 
exactci,1.3-1,Exact P-Values and Matching Confidence Intervals for Simple Discrete Parametric Cases
ExactCIdiff,1.3,Inductive Confidence Intervals for the difference between two proportions
exactLoglinTest,1.4.2,Monte Carlo Exact Tests for Log-linear models 
exactmeta,1.0-2,Exact fixed effect meta analysis 
ExactPath,1.0,Exact solution paths for regularized LASSO regressions with L_1 penalty
exactRankTests,0.8-29,Exact Distributions for Rank and Permutation Tests 
exampletestr,0.4.0,Help for Writing Unit Tests Based on Function Examples 
exams,2.2-1,Automatic Generation of Exams in R 
ExceedanceTools,1.2.2,Confidence regions for exceedance sets and contour lines 
excel.link,0.9.7,Convenient Data Exchange with Microsoft Excel 
excerptr,1.2.0,Excerpt Structuring Comments from Your Code File and Set a Table of Contents
ExcessMass,1.0,Excess Mass Calculation and Plots 
exCon,0.2.1,Interactive Exploration of Contour Data 
excursions,2.2.2,Excursion Sets and Contour Credibility Regions for Random Fields 
exif,0.1.0,Read EXIF Metadata from JPEGs 
exifr,0.1.1,EXIF Image Data in R 
ExomeDepth,1.1.10,Calls Copy Number Variants from Targeted Sequence Data 
exp2flux,0.1,Convert Gene EXPression Data to FBA FLUXes 
expandFunctions,0.1.0,Feature Matrix Builder 
expands,2.0.0,Expanding Ploidy and Allele-Frequency on Nested Subpopulations 
ExpDE,0.1.2,Modular Differential Evolution for Experimenting with Operators 
ExpDes,1.1.2,Experimental Designs package 
ExpDes.pt,1.1.2,Pacote Experimental Designs (Portuguese) 
expectreg,0.39,Expectile and Quantile Regression 
experiment,1.1-1,experiment: R package for designing and analyzing randomized experiments
expert,1.0-0,Modeling without data using expert opinion 
expint,0.1-4,Exponential Integral and Incomplete Gamma Function 
ExplainPrediction,1.1.8,Explanation of Predictions for Classification and Regression Models
explor,0.3.1,Interactive Interfaces for Results Exploration 
exploreR,0.1,Tools for Quickly Exploring Data 
expm,0.999-2,Matrix Exponential, Log, 'etc' 
expoRkit,0.9,Expokit in R 
ExPosition,2.8.19,Exploratory analysis with the singular value decomposition 
expoTree,1.0.1,Calculate density dependent likelihood of a phylogenetic tree 
expp,1.1,Spatial analysis of extra-pair paternity 
exprso,0.1.8,Rapid Implementation of Machine Learning Algorithms for Genomic Data
expsmooth,2.3,Data Sets from "Forecasting with Exponential Smoothing" 
expss,0.7.1,Tables with Labels and Some Useful Functions from Spreadsheets and 'SPSS' Statistics
exptest,1.2,Tests for Exponentiality 
exreport,0.4.1,Fast, Reliable and Elegant Reproducible Research 
EXRQ,1.0,Extreme Regression of Quantiles 
exsic,1.1.1,Convenience Functions for Botanists to Create Specimens Indices 
ExtDist,0.6-3,Extending the Range of Functions for Probability Distributions 
extdplyr,0.1.4,Data Manipulation Extensions of 'Dplyr' and 'Tidyr' 
exteriorMatch,1.0.0,Constructs the Exterior Match from Two Matched Control Groups 
extfunnel,1.3,Additional Funnel Plot Augmentations 
extlasso,0.2,Maximum penalized likelihood estimation with extended lasso penalty
extraBinomial,2.1,Extra-binomial approach for pooled sequencing data 
extracat,1.7-4,Categorical Data Analysis and Visualization 
extraDistr,1.8.5,Additional Univariate and Multivariate Distributions 
extrafont,0.17,Tools for using fonts 
extrafontdb,1.0,Package for holding the database for the extrafont package 
extraTrees,1.0.5,Extremely Randomized Trees (ExtraTrees) Method for Classification and Regression
ExtremeBounds,0.1.5.2,Extreme Bounds Analysis (EBA) 
extremefit,0.2.2,Estimation of Extreme Conditional Quantiles and Probabilities 
extRemes,2.0-8,Extreme Value Analysis 
extremeStat,1.3.0,Extreme Value Statistics and Quantile Estimation 
extremevalues,2.3.2,Univariate Outlier Detection 
extremogram,1.0.2,Estimation of Extreme Value Dependence for Time Series Data 
extWeibQuant,1.1,Estimate Lower Extreme Quantile with the Censored Weibull MLE and Censored Weibull Mixture
eyelinker,0.1,Load Raw Data from Eyelink Eye Trackers 
eyetracking,1.1,Eyetracking Helper Functions 
eyetrackingR,0.1.6,Eye-Tracking Data Analysis 
ez,4.4-0,Easy Analysis and Visualization of Factorial Experiments 
ezec,1.0.1,Easy Interface to Effective Concentration Calculations 
ezglm,1.0,selects significant non-additive interaction between two variables using fast GLM implementation
ezknitr,0.6,Avoid the Typical Working Directory Pain When Using 'knitr' 
ezsim,0.5.5,provide an easy to use framework to conduct simulation 
ezsummary,0.2.1,Generate Data Summary in a Tidy Format 
fabCI,0.1,FAB Confidence Intervals 
face,0.1-3,Fast Covariance Estimation for Sparse Functional Data 
FacPad,3.0,Bayesian Sparse Factor Analysis model for the inference of pathways responsive to drug treatment
FactMixtAnalysis,1.0,Factor Mixture Analysis with covariates 
FACTMLE,1.1,Maximum Likelihood Factor Analysis 
FactoClass,1.1.3,Combination of Factorial Methods and Cluster Analysis 
factoextra,1.0.4,Extract and Visualize the Results of Multivariate Data Analyses 
FactoInvestigate,1.0,Automatic Description of Factorial Analysis 
FactoMineR,1.35,Multivariate Exploratory Data Analysis and Data Mining 
factorcpt,0.1.2,Simultaneous Change-Point and Factor Analysis 
FactoRizationMachines,0.11,Machine Learning with Higher-Order Factorization Machines 
factorplot,1.1-2,Graphical Presentation of Simple Contrasts 
factorQR,0.1-4,Bayesian quantile regression factor models 
FactorsR,1.1,Identification of the Factors Affecting Species Richness 
factorstochvol,0.8.3,Bayesian Estimation of (Sparse) Latent Factor Stochastic Volatility Models
Factoshiny,1.0.5,Perform Factorial Analysis from 'FactoMineR' with a Shiny Application
FACTscorer,0.1.0,Scores the FACT and FACIT Family of Patient-Reported Outcome Measures
factualR,0.5,thin wrapper for the Factual.com server API 
FADA,1.3.2,Variable Selection for Supervised Classification in High Dimension
FAdist,2.2,Distributions that are Sometimes Used in Hydrology 
Fahrmeir,2016.5.31,Data from the Book "Multivariate Statistical Modelling Based on Generalized Linear Models", First Edition, by Ludwig Fahrmeir
fail,1.3,File Abstraction Interface Layer (FAIL) 
FAiR,0.4-15,Factor Analysis in R 
faisalconjoint,1.15,Faisal Conjoint Model: A New Approach to Conjoint Analysis 
fakeR,1.0,Simulates Data from a Data Frame of Different Variable Types 
falcon,0.2,Finding Allele-Specific Copy Number in Next-Generation Sequencing Data
falconx,0.2,Finding Allele-Specific Copy Number in Whole-Exome Sequencing Data
fam2r,1.2,From 'Familias' to R 
fame,2.21,Interface for FAME Time Series Database 
FamEvent,1.3,Family Age-at-Onset Data Simulation and Penetrance Estimation 
Familias,2.4,Probabilities for Pedigrees Given DNA Data 
FAMILY,0.1.19,A Convex Formulation for Modeling Interactions with Strong Heredity
FAmle,1.3.4,Maximum Likelihood and Bayesian Estimation of Univariate Probability Distributions
FAMT,2.5,Factor Analysis for Multiple Testing (FAMT) : simultaneous tests under dependence in high-dimensional data
fanc,2.2,Penalized Likelihood Factor Analysis via Nonconvex Penalty 
fANCOVA,0.5-1,Nonparametric Analysis of Covariance 
fancycut,0.1.1,A Fancy Version of 'base::cut' 
fanovaGraph,1.4.8,Building Kriging Models from FANOVA Graphs 
fanplot,3.4.1,Visualisation of Sequential Probability Distributions Using Fan Charts
FAOSTAT,2.0,Download Data from the FAOSTAT Database of the Food and Agricultural Organization (FAO) of the United Nations
faoutlier,0.6.1,Influential Case Detection Methods for Factor Analysis and Structural Equation Models
far,0.6-5,Modelization for Functional AutoRegressive Processes 
faraway,1.0.7,Functions and Datasets for Books by Julian Faraway 
farff,1.0,A Faster 'ARFF' File Reader and Writer 
fArma,3010.79,ARMA Time Series Modelling 
farsi,1.0,Translate integers into persian 
fAsianOptions,3010.79,EBM and Asian Option Valuation 
fasjem,1.1.0,A Fast and Scalable Joint Estimator for Learning Multiple Related Sparse Gaussian Graphical Models
fAssets,3011.83,Rmetrics - Analysing and Modelling Financial Assets 
fast,0.64,Implementation of the Fourier Amplitude Sensitivity Test (FAST) 
fastAdaboost,1.0.0,a Fast Implementation of Adaboost 
FastBandChol,0.1.1,Fast Estimation of a Covariance Matrix by Banding the Cholesky Factor
fastclime,1.4.1,A Fast Solver for Parameterized LP Problems, Constrained L1 Minimization Approach to Sparse Precision Matrix Estimation and
fastcluster,1.1.22,Fast Hierarchical Clustering Routines for R and Python 
fastcmh,0.2.7,Significant Interval Discovery with Categorical Covariates 
fastdigest,0.6-3,Fast, Low Memory-Footprint Digests of R Objects 
fastDummies,0.1.1,Fast Creation of Dummy (Binary) Columns from Categorical Variables
fasteraster,1.1.1,Raster Image Processing and Vector Recognition 
fastGHQuad,0.2,Fast Rcpp implementation of Gauss-Hermite quadrature 
FastGP,1.2,Efficiently Using Gaussian Processes with Rcpp and RcppEigen 
fastGraph,1.1,Fast Drawing and Shading of Graphs of Statistical Distributions 
FastHCS,0.0.5,Robust Algorithm for Principal Component Analysis 
fastHICA,1.0.2,Hierarchical Independent Component Analysis: a Multi-Scale Sparse Non-Orthogonal Data-Driven Basis
fastHorseshoe,0.1.0,The Elliptical Slice Sampler for Bayesian Horseshoe Regression 
fastICA,1.2-0,FastICA Algorithms to perform ICA and Projection Pursuit 
FastImputation,2.0,Learn from Training Data then Quickly Fill in Missing Data 
fastJT,1.0.3,Efficient Jonckheere-Terpstra Test Statistics for Robust Machine Learning and Genome-Wide Association Studies
FastKM,1.0,A Fast Multiple-Kernel Method Based on a Low-Rank Approximation 
FastKNN,0.0.1,Fast k-Nearest Neighbors 
fastLSU,0.1.0,Fast Linear Step Up Procedure of Benjamini–Hochberg FDR Method for Huge-Scale Testing Problems
fastM,0.0-2,Fast Computation of Multivariate M-estimators 
fastmatch,1.1-0,Fast match() function 
fastnet,0.1.2,Large-Scale Social Network Analysis 
FastPCS,0.1.2,FastPCS Robust Fit of Multivariate Location and Scatter 
fastpseudo,0.1,Fast Pseudo Observations 
fastqcr,0.1.0,Quality Control of Sequencing Data 
fastR,0.10.2,Foundations and Applications of Statistics Using R 
FastRCS,0.0.7,Fits the FastRCS Robust Multivariable Linear Regression Model 
FastRWeb,1.1-1,Fast Interactive Framework for Web Scripting Using R 
fastSOM,1.0.0,Fast Calculation of Spillover Measures 
fastTextR,1.0,An Interface to the 'fastText' Library 
fasttime,1.0-2,Fast Utility Function for Time Parsing and Conversion 
fat2Lpoly,1.2.2,Two-Locus Family-Based Association Test with Polytomic Outcome 
FatTailsR,1.7-5,Kiener Distributions and Fat Tails in Finance 
fauxpas,0.1.0,HTTP Error Helpers 
favnums,1.0.0,A Dataset of Favourite Numbers 
FAwR,1.1.1,Functions and Datasets for "Forest Analytics with R" 
fbar,0.1.23,An Extensible Approach to Flux Balance Analysis 
fBasics,3011.87,Rmetrics - Markets and Basic Statistics 
fbati,1.0-1.1,Gene by Environment Interaction and Conditional Gene Tests for Nuclear Families
FBFsearch,1.1,Algorithm for Searching the Space of Gaussian Directed Acyclic Graph Models Through Moment Fractional Bayes Factors
FBN,1.5.1,FISH Based Normalization and Copy Number inference of SNP microarray data
fBonds,3010.77,Bonds and Interest Rate Models 
fbRads,0.2,Analyzing and Managing Facebook Ads from R 
fbRanks,2.0,Association Football (Soccer) Ranking via Poisson Regression 
fbroc,0.4.0,Fast Algorithms to Bootstrap Receiver Operating Characteristics Curves
fcd,0.1,Fused Community Detection 
fCertificates,0.5-4,Basics of Certificates and Structured Products Valuation 
FCGR,1.0-0,Fatigue Crack Growth in Reliability 
fclust,1.1.2,Fuzzy Clustering 
fcm,0.1.1,Inference of Fuzzy Cognitive Maps (FCMs) 
FCMapper,1.1,Fuzzy Cognitive Mapping 
FCNN4R,0.6.2,Fast Compressed Neural Networks for R 
fCopulae,3011.81,Rmetrics - Bivariate Dependence Structures with Copulae 
fcros,1.5.4,A Method to Search for Differentially Expressed Genes and to Detect Recurrent Chromosomal Copy Number Aberrations
FD,1.0-12,Measuring functional diversity (FD) from multiple traits, and other tools for functional ecology
fda,2.4.4,Functional Data Analysis 
fda.usc,1.3.0,Functional Data Analysis and Utilities for Statistical Computing 
fdakma,1.2.1,Functional Data Analysis: K-Mean Alignment 
fdaMixed,0.5,Functional Data Analysis in a Mixed Model Framework 
fdapace,0.3.0,Functional Data Analysis and Empirical Dynamics 
fdaPDE,0.1-4,Functional Data Analysis and Partial Differential Equations; Statistical Analysis of Functional and Spatial Data, Based on
fdasrvf,1.8.1,Elastic Functional Data Analysis 
fdatest,2.1,Interval Testing Procedure for Functional Data 
FDboost,0.2-0,Boosting Functional Regression Models 
fdcov,1.0.0,Analysis of Covariance Operators 
FDGcopulas,1.0,Multivariate Dependence with FDG Copulas 
fdq,0.2,Forest Data Quality 
fdrci,2.1,Permutation-Based FDR Point and Confidence Interval Estimation 
fdrDiscreteNull,1.0,False Discovery Rate Procedure Under Discrete Null Distributions 
FDRreg,0.1,False discovery rate regression 
FDRsampsize,1.0,Compute Sample Size that Meets Requirements for Average Power and FDR
fdrtool,1.2.15,Estimation of (Local) False Discovery Rates and Higher Criticism 
fds,1.7,Functional data sets 
fdth,1.2-1,Frequency Distribution Tables, Histograms and Polygons 
FeaLect,1.10,Scores Features for Feature Selection 
feather,0.3.1,R Bindings to the Feather 'API' 
feature,1.2.13,Local Inferential Feature Significance for Multivariate Kernel Density Estimation
FeatureHashing,0.9.1.1,Creates a Model Matrix via Feature Hashing with a Formula Interface
features,2015.12-1,Feature Extraction for Discretely-Sampled Functional Data 
fechner,1.0-3,Fechnerian Scaling of Discrete Object Sets 
fecR,0.0.1,Fishing Effort Calculator in R 
FedData,2.4.5,Functions to Automate Downloading Geospatial Data Available from Several Federated Data Sources
federalregister,0.2.0,Client Package for the U.S. Federal Register API 
FeedbackTS,1.4,Analysis of Feedback in Time Series 
feedeR,0.0.7,Read RSS/Atom Feeds from R 
FENmlm,1.0,Fixed Effects Nonlinear Maximum Likelihood Models 
fermicatsR,1.4,Fermi Large Area Telescope Catalogs 
fetchR,2.1-0,Calculate Wind Fetch 
fExoticOptions,2152.78,Exotic Option Valuation 
fExpressCertificates,1.2,fExpressCertificates - Structured Products Valuation for ExpressCertificates/Autocallables
fExtremes,3010.81,Rmetrics - Extreme Financial Market Data 
ff,2.2-13,memory-efficient storage of large data on disk and fast access functions
ffbase,0.12.3,Basic Statistical Functions for Package 'ff' 
FFD,1.0-6,Freedom from Disease 
FField,0.1.0,Force field simulation for a set of points 
ffmanova,0.2-2,Fifty-fifty MANOVA 
ffstream,0.1.5,Forgetting Factor Methods for Change Detection in Streaming Data 
FFTrees,1.2.3,Generate, Visualise, and Compare Fast and Frugal Decision Trees 
fftw,1.0-4,Fast FFT and DCT Based on the FFTW Library 
fftwtools,0.9-8,Wrapper for 'FFTW3' Includes: One-Dimensional Univariate, One-Dimensional Multivariate, and Two-Dimensional Transform
fgac,0.6-1,Generalized Archimedean Copula 
FGalgorithm,1.0,Flury and Gautschi algorithms 
fGarch,3010.82.1,Rmetrics - Autoregressive Conditional Heteroskedastic Modelling 
Fgmutils,0.9.4,Forest Growth Model Utilities 
FGN,2.0-12,Fractional Gaussian Noise and power law decay time series model fitting
fgof,0.2-1,Fast Goodness-of-fit Test 
fgpt,2.3,Floating Grid Permutation Technique 
FGSG,1.0.2,Feature Grouping and Selection Over an Undirected Graph 
fgui,1.0-5,Function GUI 
FHDI,1.0,Fractional Hot Deck and Fully Efficient Fractional Imputation 
FHtest,1.3,Tests for Right and Interval-Censored Survival Data Based on the Fleming-Harrington Class
FI,1.0,Provide functions for forest inventory calculations 
FIACH,0.1.2,Retrospective Noise Control for fMRI 
fICA,1.0-3,Classical, Reloaded and Adaptive FastICA Algorithms 
fields,8.15,Tools for Spatial Data 
FieldSim,3.2.1,Random Fields (and Bridges) Simulations 
fiery,0.2.2,A Lightweight and Flexible Web Framework 
fifer,1.1,A Biostatisticians Toolbox for Various Activities, Including Plotting, Data Cleanup, and Data Analysis
fiftystater,1.0.1,Map Data to Visualize the Fifty U.S. States with Alaska and Hawaii Insets
filehash,2.4-1,Simple Key-Value Database 
filehashSQLite,0.2-4,Simple key-value database using SQLite 
filematrix,1.1.0,File-Backed Matrix Class with Convenient Read and Write Access 
filenamer,0.2.1,Easy Management of File Names 
fileplyr,0.2.0,Chunk Processing or Split-Apply-Combine on Delimited Files and Distributed Dataframes
files,0.0.1,Effective File Navigation from the R Console 
filesstrings,0.4.0,Handy String and File Manipulation 
fImport,3000.82,Rmetrics - Economic and Financial Data Import 
FinAna,0.1.1,Financial Analysis and Regression Diagnostic Analysis 
financial,0.2,Solving financial problems in R 
FinancialInstrument,1.2.0,Financial Instrument Model Infrastructure for R 
FinancialMath,0.1.1,Financial Mathematics for Actuaries 
FinAsym,1.0,Classifies implicit trading activity from market quotes and computes the probability of informed trading
FinCal,0.6.3,Time Value of Money, Time Series Analysis and Computational Finance
finch,0.1.0,Parse Darwin Core Files 
FinCovRegularization,1.1.0,Covariance Matrix Estimation and Regularization for Finance 
FindAllRoots,1.0,Find all root(s) of the equation and Find root(s) of the equation by dichotomy
FindIt,1.0,Finding Heterogeneous Treatment Effects 
FindMinIC,1.6,Find Models with Minimum IC 
findpython,1.0.2,Python Tools to Find an Acceptable Python Binary 
findviews,0.1.3,A View Generator for Multidimensional Data 
FinePop,1.3.0,Fine-Scale Population Analysis 
fingerprint,3.5.4,Functions for Processing Binary Fingerprint Data 
finiteruinprob,0.6,Computation of the Probability of Ruin Within a Finite Time Horizon
finreportr,1.0.1,Financial Data from U.S. Securities and Exchange Commission 
FinTS,0.4-5,Companion to Tsay (2005) Analysis of Financial Time Series 
FisherEM,1.4,The Fisher-EM algorithm 
fisheyeR,0.9,Fisheye and Hyperbolic-space-alike Interactive Visualization Tools in R
FisHiCal,1.1,Iterative FISH-based Calibration of Hi-C Data 
fishkirkko2015,1.0.0,Dataset of Measurements of Fish Species at Kirkkojarvi Lake, Finland
fishmethods,1.10-2,Fishery Science Methods and Models in R 
fishMod,0.29,Fits Poisson-Sum-of-Gammas GLMs, Tweedie GLMs, and Delta Log-Normal Models
fishmove,0.3-3,Prediction of Fish Movement Parameters 
FishResp,0.1.0,An Analytical Tool for Aquatic Respirometry 
FIT,0.0.4,Transcriptomic Dynamics Models in Field Conditions 
fit.models,0.5-14,Compare Fitted Models 
fit4NM,3.3.3,NONMEM platform 
FitAR,1.94,Subset AR Model Fitting 
FitARMA,1.6,FitARMA: Fit ARMA or ARIMA using fast MLE algorithm 
fitbitScraper,0.1.8,Scrapes Data from Fitbit 
fitdc,0.0.1,Garmin FIT File Decoder 
fitdistrplus,1.0-9,Help to Fit of a Parametric Distribution to Non-Censored or Censored Data
fitDRC,1.1,Fitting Density Ratio Classes 
fitplc,1.1-7,Fit Hydraulic Vulnerability Curves 
FITSio,2.1-0,FITS (Flexible Image Transport System) Utilities 
fitTetra,1.0,fitTetra is an R package for assigning tetraploid genotype scores
fitur,0.3.0,Fit Univariate Distributions 
fivethirtyeight,0.2.0,Data and Code Behind the Stories and Interactives at 'FiveThirtyEight'
fixedTimeEvents,1.0,The Distribution of Distances Between Discrete Events in Fixed Time
FixSeqMTP,0.1.2,Fixed Sequence Multiple Testing Procedures 
fizzbuzzR,0.1.1,Fizz Buzz Implementation 
FKF,0.1.3,Fast Kalman Filter 
flacco,1.6,Feature-Based Landscape Analysis of Continuous and Constrained Optimization Problems
flam,3.1,Fits Piecewise Constant Models with Data-Adaptive Knots 
flan,0.5,FLuctuation ANalysis on Mutation Models 
flare,1.5.0,Family of Lasso Regression 
flars,1.0,Functional LARS 
flashClust,1.01-2,Implementation of optimal hierarchical clustering 
flexclust,1.3-4,Flexible Cluster Algorithms 
flexCWM,1.7,Flexible Cluster-Weighted Modeling 
flexdashboard,0.5,R Markdown Format for Flexible Dashboards 
FlexDir,1.0,Tools to Work with the Flexible Dirichlet Distribution 
flexmix,2.3-14,Flexible Mixture Modeling 
FlexParamCurve,1.5-3,Tools to Fit Flexible Parametric Curves 
flexPM,2.0,Flexible Parametric Models for Censored and Truncated Data 
flexrsurv,1.4.1,Flexible Relative Survival Analysis 
flexsurv,1.1,Flexible Parametric Survival and Multi-State Models 
flexsurvcure,0.0.1,Flexible Parametric Cure Models 
flextable,0.1.0,Tabular Reporting API 
flifo,0.1.4,Don't Get Stuck with Stacks in R 
FLightR,0.4.6,Hidden Markov Model for Solar Geolocation Archival Tags 
FLIM,1.2,Farewell’s Linear Increments Model 
flip,2.4.3,Multivariate Permutation Tests 
flippant,1.1.0,Dithionite Scramblase Assay Analysis 
FLLat,1.2-1,Fused Lasso Latent Feature Model 
flock,0.7,Process Synchronization Using File Locks 
flood,0.1.1,Statistical Methods for the (Regional) Analysis of Flood Frequency
flora,0.2.8,Tools for Interacting with the Brazilian Flora 2020 
flowDiv,1.0,Cytometric Diversity Indices from 'FlowJo' Workspaces 
flower,1.0,Tools for characterizing flowering traits 
flowfield,1.0,Forecasts future values of a univariate time series 
flowr,0.9.10,Streamlining Design and Deployment of Complex Workflows 
flows,1.1.1,Flow Selection and Analysis 
FlowScreen,1.2.1,Daily Streamflow Trend and Change Point Screening 
FLR,1.0,Fuzzy Logic Rule Classifier 
flsa,1.05,Path algorithm for the general Fused Lasso Signal Approximator 
FLSSS,5.2,Multi-Threaded Multidimensional Fixed Size Subset Sum Solver and Extension to General-Purpose Knapsack Problem
Flury,0.1-3,Data Sets from Flury, 1997 
flux,0.3-0,Flux rate calculation from dynamic closed chamber measurements 
fma,2.3,Data Sets from "Forecasting: Methods and Applications" by Makridakis, Wheelwright &amp; Hyndman (1998)
fmbasics,0.2.0,Financial Market Building Blocks 
FMC,1.0.0,Factorial Experiments with Minimum Level Changes 
fmdates,0.1.2,Financial Market Date Calculations 
FME,1.3.5,A Flexible Modelling Environment for Inverse Modelling, Sensitivity, Identifiability and Monte Carlo Analysis
FMP,1.4,Filtered Monotonic Polynomial IRT Models 
fmri,1.7-2,Analysis of fMRI Experiments 
fmrs,1.0-9,Variable Selection in Finite Mixture of AFT Regression and FMR 
fmsb,0.6.1,Functions for Medical Statistics Book with some Demographic Data 
FMsmsnReg,1.0,Regression Models with Finite Mixtures of Skew Heavy-Tailed Errors
FMStable,0.1-2,Finite Moment Stable Distributions 
fmt,1.0,Variance estimation of FMT method (Fully Moderated t-statistic) 
fMultivar,3011.78,Rmetrics - Analysing and Modeling Multivariate Financial Return Distributions
FNN,1.1,Fast Nearest Neighbor Search Algorithms and Applications 
fNonlinear,3010.78,Nonlinear and Chaotic Time Series Modelling 
foba,0.1,greedy variable selection 
focusedMDS,1.3.3,Focused, Interactive Multidimensional Scaling 
foghorn,0.4.4,Summarizes CRAN Check Results in the Terminal 
fold,0.1.2,A Self-Describing Dataset Format and Interface 
fontBitstreamVera,0.1.1,Fonts with 'Bitstream Vera Fonts' License 
fontcm,1.1,Computer Modern font for use with extrafont package 
